TOTAL MEDCARE ;"02.888.465/0001-56";"318477"
TOTAL ODONTO;"09109375000169 ";"416614"
TOTAL SAUDE; 41969296000130 ;"362158"
TOTALSA?DE ;?01229050000108 ;"402231"
TOTALSAÚDE; 01229050000108 ;"402231"
TOYOTA CORPORATE;;"000000"
TOYOTA CORPORATE;"59.104.760/0001-91";"000000"
TPC (42);;"999999"
TPC 50,00;;"999999"
TRACTEBEL ENERGIA S.A.; 02474103000119 ;"325619"
TRANS. GOBBI;;"999999"
TRANSCLINICA LTDA; 25468687000115 ;"391298"
TRANSMONTANO; 62638374001247;"303623"
Transmontano - Via hospital;"";"000000"
TRASMONTANO;;"314758"
TRASMONTANO;;"999999"
TRASMONTANO ;?62638374000194 ;"303623"
TRASMONTANO ; 62638374000194 ;"303623"
TRAT DENT;"60117413000182 ";"406546"
TRATEMGE;"";"000009"
TRATOS CLINICA ODONTOL?GICA ;?72375983000151 ;"304409"
TRATOS CLINICA ODONTOLÓGICA; 72375983000151 ;"304409"
TRE;"0000000000000";"000000"
TRE;"05.789.902/0001-72";"000000"
TRE;"05.789.902/0001-72";"123456"
TRE SAÚDE;"";"020304"
TRE TO;"";"444444"
TRF;"00000000000000000";"000000"
TRIBUNAL REGIONAL FEDERAL;;"000000"
TRILOPEZ; 04.250.113/0001-0;"04250"
TRILOPEZ;"04.250.113/0001-04";"04250"
TRIMED;;"000013"
TRT;;"38"
TRT;"";"000000"
TRT;"";"123456"
TRT;"0000000000000";"000000"
TRT 5 SAUDE;"02.839.639/0001-90";"000000"
TRT SAÚDE;"";"030405"
TSOCIAL;;"123456"
TST;"0000000000000";"000000"
TST SAÚDE;"";"040506"
TUIUIU ADM. DE PLANO DE SAUDE LTDA;"04002216000147 ";"412252"
TURINVEST;;"999999"
U.N.I. UNIDADE DE ODONTOLOGIA INTEGRADA; 03331351000173 ;"412091"
UAPG;"";"000000"
UBB;"54.067.160/0001-87";"000000"
UBB;"54.067.160/0001-87";"014510"
UBB consulta;;"251278"
UFFE SA?DE ;?04077155000187 ;"413437"
UFFE SAÚDE; 04077155000187 ;"413437"
UFMS;"15.461.510/0008-00";-
UGAPOCI;"91018481/0001-18";"000000"
UH SA?DE LTDA ;?04284478000141 ;"413780"
UH SAÚDE;"04284478000141 ";"413780"
UH SAÚDE LTDA; 04284478000141;"413780"
ULBRA SA?DE ;?88332580000165 ;"375918"
ULBRA SAÚDE; 88332580000165 ;"375918"
ULTRAMEDICINA OCUPACIONAL;;"111111"
UMUPREV;"111111111111111111";"000000"
UNACON;"";"000000"
UNAFISCO;;"000952"
UNAFISCO;"";"000000"
UNAFISCO;"03.657.699/0001-55";"631011"
UNAFISCO - Sind. Nac. dos Aud. Fiscais da Receita Federal do Brasil;;"000031"
UNAFISCO - SINDICATO NACIONAL DOS AUDITO;"03657699000155";"361011"
UNAFISCO REEMBOLSO;"";"000038"
UNAFISCO SA?DE ;?03657699000155 ;"361011"
Unafisco saúde;"";"111111"
UNAFISCO SAÚDE;"03657699000155 ";"361011"
UNAFISCO SAÚDE ;?03657699000155 ;"361011"
UNAMGEM;"";"000010"
UNAMIBB - APOS. BB;;"999999"
UNAS UNIAO NACIONAL DE ASSISTENCIA AOS SERVIDORES;"111111111111111111";"000000"
UNI PREVCARD;;"000000"
UNI PREVCARD;"";"000000"
UNI SA?DE ;?02619408000171 ;"353469"
UNI SAÚDE; 02619408000171 ;"353469"
UNI?O M?DICA ;?04745753000187 ;"414581"
UNIÃO;;"000000"
UNIAO DOS SERVIDORES PUBLICO DO EST. SAO PAULO;"111111111111111111";"000000"
UNIÃO MÉDICA;"04745753000187 ";"414581"
UNIÃO OPERÁRIA;"43967272000178 ";"343811"
UNIAO SAUDE;"02912196000116 ";"314609"
Unibanco;;"000009"
Unibanco;;"999999"
UNIBANCO AIG;;"999999"
UNIBANCO AIG;"04570715000130";"000361"
UNIBANCO AIG SA?DE SEGURADORA S/A ;?04570715000130 ;"000361"
UNIBANCO AIG SAÚDE;;"999999"
UNIBANCO AIG SAÚDE SEGURADORA S/A; 04570715000130 ;"000361"
UNIBANCO SA?DE ( GINECOLOGIA );;"999999"
UNIBANCO SAÚDE ( GINECOLOGIA );;"999999"
UNIBANCO/ TEMPO SAÚDE;"04570715000130";"361011"
UNIBEM;"03396971/0001-90 ";"0000"
UNIBEM;"03396971/0001-90";"000000"
UNIBEN ADMINISTRADORA DE BENEFICIOS LTDA;"15156097000101 ";"418528"
ÚNICA COOPERATIVA DE ATENDIMENTO ODOTOLÓGICO LTDA;"02933743000140 ";"408701"
UNICENTRAL;"02.888.465/0001-56";"318477"
UNICL?NICAS PLANOS DE SA?DE ;?76104132000125 ;"347744"
UNICLINICA; 00353736000143 ;"370304"
UNICLINICAS; 03728631000110 ;"380563"
UNICLINICAS - REEMBOLSO (R$230,00);"76.104.132/0001-25";"347744"
UNICLÍNICAS PLANOS DE SAÚDE;"76104132000125 ";"347744"
UNICÓR;;"999999"
UNIDASODONTO LTDA.;"04034424000128 ";"413933"
UNIDENTAL;"00900974000121 ";"401277"
UNIDENTAL;"02889453000146 ";"401072"
UNIDENTAL; 02578764000194 ;"357146"
UNIDENTIS ;?04222989000139 ;"413429"
UNIDENTIS ; 04222989000139 ;"413429"
UNIDENTIS ASSISTÊNCIA ODONTOLÓGICA LTDA;"04222989000139 ";"413429"
UNIDOCTOR;"02768383000178 ";"411558"
UNIDOCTOR ASSISTENCIA M?DICA S.A. ;?01598974000181 ;"389820"
UNIDOCTOR ASSISTENCIA MÉDICA S.A.; 01598974000181 ;"389820"
UNIDONTO;"05774975000190 ";"414701"
UNIDONTO; 34321950000130;"357294"
UNIDONTO DE BARRETOS;"02320499000140 ";"307696"
UNIDONTO SUL FLUMINENSE;"72261803000100 ";"363171"
UNIDONTO VALE DO RIO DOCE; 01589948000197 ;"408948"
UNIFIL;;"001234"
UNIFOCUS ADMINISTRADORA DE BENEFÍCIOS S.A.;"07674593000110 ";"417289"
UNIHOSP;"01.445.199/0001-24";"385255"
UNIHOSP ;"01445199000124";"385255"
UNIHOSP;"01445199000124 ";"385255"
UNIHOSP;"04083773000130 ";"412538"
UNIHOSP;"42946723000128 ";"348864"
UNIHOSP SAÚDE LTDA;"01.445.199/0001-24";"385255"
UNIMAR;"";"000000"
UNIMED;;"000033"
UNIMED;;"1"
UNIMED;;"3"
Unimed;"";"000000"
Unimed;"";"100000"
UNIMED;"";"355691"
unimed;"";"355721"
UNIMED;"0";"0"
UNIMED;"03.855.214/0001-38";"355691"
UNIMED ;?02597394000132 ;"314099"
UNIMED ;?45118429000116 ;"351407"
UNIMED ;?48628366000136 ;"369292"
UNIMED ;?48717516000188 ;"385620"
UNIMED ;?70523899000102 ;"370975"
UNIMED ;?78420783000150 ;"305227"
UNIMED ;?87300448000109 ;"306398"
UNIMED ; 02597394000132 ;"314099"
UNIMED ; 16404675000136 ;"407330"
UNIMED ; 45118429000116 ;"351407"
UNIMED ; 48628366000136 ;"369292"
UNIMED ; 48717516000188 ;"385620"
UNIMED ; 70523899000102 ;"370975"
UNIMED ; 78420783000150 ;"305227"
UNIMED ; 87300448000109 ;"306398"
UNIMED (CORREIO, ABET, FUSEX E CAIXA ECONOMICA);"";"331872"
UNIMED (RS) ERECHIM;"87638334000173 ";"357022"
UNIMED (RS) VALE DO SINOS;"88258884000120 ";"356417"
UNIMED - Campo Mourao;"81715716000177 ";"306100"
UNIMED - COOP. DE SERV. DE SAÚDE VALES DO TAQUARI E RIO PARDO LTDA.;"87300448000109 ";"306398"
UNIMED - Dr. José;"02812468000106 ";"339679"
UNIMED - Dr. Renan;"02812468000106 ";"339679"
UNIMED - DRA CLEIDE;;"301337"
UNIMED - DRA. MARILCE;"";"347230"
UNIMED - DRA. MARILCE;-;-
UNIMED - REEMBOLSO;;"000000"
UNIMED - SOCIEDADE COOPERATIVA DE TRABALHO MEDICO;"";"301337"
UNIMED 20 ;"";"369411"
UNIMED 30;"";"369411"
UNIMED 60,00;;"999999"
UNIMED AGRESTE MERIDIONAL;"00300550000126 ";"312649"
UNIMED AL?M PARAIBA ;?71086698000158 ;"313955"
UNIMED ALAGOINHAS; 01135217000171 ;"354333"
UNIMED ALEGRETE ;?00989693000197 ;"349739"
UNIMED ALEGRETE ; 00989693000197 ;"349739"
UNIMED ALÉM PARAIBA;"71086698000158 ";"313955"
UNIMED ALFENAS;"42946061000196 ";"354996"
UNIMED ALTO DA SERRA;"88732318000108 ";"343684"
UNIMED ALTO JACU? ;?72234164000194 ;"352519"
UNIMED ALTO JACUÍ;"72234164000194 ";"352519"
UNIMED ALTO PARANAIBA LTDA;"00763923000103 ";"341819"
UNIMED ALTO SÃO FRANCISCO;"42889436000123 ";"348261"
UNIMED ALTO URUGUAI ;?72500697000170 ;"306959"
UNIMED ALTO URUGUAI ; 72500697000170 ;"306959"
UNIMED ALTO URUGUAI/RS;"72500697000170 ";"306959"
UNIMED ALTO VALE;"00381694000154 ";"372561"
UNIMED AMPARO;"65422339000121 ";"345598"
UNIMED AN?POLIS ;?26629238000174 ;"312347"
UNIMED ANANINDEUA; 02443090000110 ;"320811"
UNIMED ANÁPOLIS;"26629238000174 ";"312347"
UNIMED ANDRADAS;"00365720000150 ";"352861"
UNIMED ANGRA DOS REIS;"02418258000138 ";"322547"
UNIMED APUCARANA;"81064511000179 ";"358096"
UNIMED AQUIDAUANA;"01244987000152 ";"319597"
UNIMED ARAGUAIA;"37436920000167 ";"304468"
UNIMED ARAGUARI;"20909271000171 ";"354325"
unimed araguari intercambio;"";"000000"
UNIMED ARAPIRACA; 35642768000143;"318566"
UNIMED ARARUAMA COOPERATIVA DE TRABALHO M?DICO LTDA. ;?00111826000128 ;"335215"
UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA.;"00111826000128 ";"335215"
UNIMED ARAXÁ;"25910449000118 ";"331651"
UNIMED ARIQUEMES;"01148132000128 ";"358169"
UNIMED AVAMP;"";"331872"
UNIMED BAG? ;?89640452000141 ;"350648"
UNIMED BAGÉ; 89640452000141;"350648"
UNIMED BAIXA MOGIANA;"49210966000142 ";"311847"
UNIMED BAIXADA;;"999999"
UNIMED BARBACENA;"25810946000144 ";"309087"
UNIMED BARRA DO GAR?AS ;?37436920000167 ;"304468"
UNIMED BARRA DO GARÇAS; 37436920000167;"304468"
UNIMED BARRA DO PIRA? ;?39210844000100 ;"320897"
UNIMED BARRA DO PIRAÍ;"39210844000100 ";"320897"
UNIMED BAURU;"44456036000150 ";"369659"
UNIMED BELO HORIZONTE;;"304701"
UNIMED BETIM COOPERATIVA DE TRABALHO MEDICO;"21047469000156 ";"361518"
UNIMED BH;"16513178000176 ";"343889"
UNIMED BOA VISTA ;?10169852000160 ;"304158"
UNIMED BOA VISTA ; 10169852000160 ;"304158"
UNIMED BOTUCATU;"45425899000122 ";"304883"
UNIMED BRASILIA;"00510909000190 ";"353574"
UNIMED C?CERES ;?01143922000110 ;"350346"
UNIMED CA?ADOR ;?01569902000106 ;"346951"
UNIMED CA?APAVA - COOPERATIVA DE TRABALHO MEDICO ;?48721401000167 ;"334154"
UNIMED CABO FRIO;"27626696000112 ";"323357"
UNIMED CAÇADOR;"01569902000106 ";"346951"
UNIMED CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO ; 48721401000167 ;"334154"
UNIMED CÁCERES;"01143922000110 ";"350346"
UNIMED CAICO COOPERATIVA DE TRABALHO MEDICO; 40757874000102 ;"335835"
UNIMED CAJAZEIRAS - COOPERATIVA DE TRABALHO MÉDICO;"02314168000105 ";"344141"
UNIMED CAJAZEIRAS COOPERATIVA DE TRABALHO M?DICO ;?02314168000105 ;"344141"
UNIMED CAJAZEIRAS COOPERATIVA DE TRABALHO MÉDICO ; 02314168000105 ;"344141"
UNIMED CAMPINA GRANDE;"08707473000135 ";"367397"
UNIMED CAMPINAS;"46124624000111 ";"335690"
UNIMED CAMPO BELO ;?42939207000176 ;"367613"
UNIMED CAMPO BELO ; 42939207000176 ;"367613"
UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;"42939207000176 ";"367613"
UNIMED CAMPO GRANDE;"03315918000118 ";"312851"
UNIMED CAMPOS DO JORDAO; 71925515000140 ;"325015"
UNIMED CARATINGA - COOP DE TRABALHO MEDICO ;?26368613000170 ;"347736"
UNIMED CARATINGA - COOP DE TRABALHO MEDICO ; 26368613000170 ;"347736"
UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO;"26368613000170 ";"347736"
UNIMED CARIRI ;?07583396000196 ;"356123"
UNIMED CARIRI ; 07583396000196 ;"356123"
UNIMED CARUARU;"24449225000198 ";"340952"
UNIMED CATAGUASES COOPERATIVA DE TRABALHO M?DICO LTDA ;?64327059000171 ;"315648"
UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;"64327059000171 ";"315648"
UNIMED CATANDUVA;"45118429000116 ";"351407"
UNIMED CEARA ;?05868278000107 ;"317144"
UNIMED CEARA ; 05868278000107 ;"317144"
UNIMED CEARA.; 05868278000107;"317144"
UNIMED CENTRAL NACIONAL;"";"000000"
Unimed Central Nacional  (Intercâmbio) Alergologia;"02812468000106 ";"339679"
Unimed Central Nacional  (Intercâmbio) Dermatologia;"02812468000106 ";"339679"
Unimed Central Nacional Alergologia;"02812468000106 ";"339679"
Unimed Central Nacional Dermatologia;"02812468000106 ";"339679"
UNIMED CENTRAL NACIONAL INTERCÂMBIO ; 02812468000106 ;"339679"
UNIMED CENTRO - RS;"87535555000116 ";"355356"
UNIMED CENTRO OESTE PAULISTA - FEDERACAO INTRAFEDERATIVA DAS COO;"01608379000180 ";"357138"
UNIMED CENTRO PAULISTA;"03230123000107 ";"414573"
UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;"";"414573"
UNIMED CENTRO SUL; 89379960000118 ;"310964"
UNIMED CENTRO-OESTE;"42940528000190 ";"304344"
UNIMED CENTRO-OESTE E TOCANTINS;;"034204"
UNIMED CENTRO-OESTE E TOCANTINS;"01409581000182 ";"347361"
UNIMED CENTRO-OESTE PAULISTA FEDERACAO INTRAFEDERATIVA DAS C; 01608379000180;"357138"
UNIMED CERRADO;"00366982000130 ";"386596"
UNIMED CHAPEC? ;?85283299000191 ;"354295"
UNIMED CHAPECÓ;"85283299000191 ";"354295"
UNIMED CIPAX / UNICENTRAL;"";"331872"
UNIMED CIRCUITO DAS AGUAS;"25471574000179 ";"370088"
UNIMED CO;"";"331872"
UNIMED CO-IRMÃ;"";"352501"
UNIMED CONF.ARAGUIANA/GURUPI ;"";"301124"
UNIMED CONFEDERA??O DAS COOPERATIVAS M?DICAS DO CENTRO-OESTE ;?01409581000182 ;"347361"
UNIMED CONFEDERAÇÃO DAS COOPERATIVAS MÉDICAS DO CENTRO-OESTE; 01409581000182;"347361"
UNIMED CONSELHEIRO LAFAIETE;"21839519000138 ";"345709"
UNIMED CORNELIO PROCOPIO; 80297161000128;"358282"
UNIMED CORREIO;;"331872"
UNIMED CORREIOS;;"335690"
Unimed Correios;;"999999"
Unimed Correios;"";"331872"
UNIMED COSTA DO SOL;"35830868000101 ";"302953"
UNIMED COSTA OESTE;"78931391000155 ";"371106"
UNIMED COSTA VERDE;"36540979000138 ";"311146"
UNIMED COSTA VERDE RJ;"36540979000138";"311146"
UNIMED CRICIÚMA;"82996703000186 ";"329339"
UNIMED CRUZEIRO;"45198009000197 ";"356107"
UNIMED CUIAB? ;?03533726000188 ;"342084"
UNIMED CUIABÁ;"03533726000188 ";"342084"
UNIMED CURITIBA ;?75055772000120 ;"304701"
UNIMED CURITIBA ; 75055772000120 ;"304701"
UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;"75055772000120 ";"304701"
UNIMED DE ADAMANTINA;"00262338000111 ";"311944"
UNIMED DE AMPARO; 65422339000121;"345598"
UNIMED DE ANDRADINA COOPERATIVA DE TRABALHO MEDICO;"02687852000124 ";"303844"
UNIMED DE ARA?ATUBA ;?51093193000103 ;"369411"
UNIMED DE ARACATUBA;"51093193000103 ";"369411"
UNIMED DE ARAGUAINA;"25064148000110 ";"313084"
UNIMED DE ARARAQUARA;"45272366000158 ";"364312"
UNIMED DE ARARAS COOP.DE TRABALHO MEDICO; 54012406000113;"348082"
UNIMED DE ARARAS COOPERATIVA DE TRABALHO MÉDICO;"54012406000113 ";"348082"
UNIMED DE ASSIS;"54991211000162 ";"300713"
UNIMED DE AVAR? ;?50368034000101 ;"304123"
UNIMED DE AVARÉ;"50368034000101 ";"304123"
UNIMED DE BARRA MANSA;"29290152000158 ";"330264"
UNIMED DE BARRETOS;"71925531000133 ";"347108"
UNIMED DE BATATAIS;"52657079000121 ";"313149"
UNIMED DE BEBEDOURO;"60633369000163 ";"331341"
UNIMED DE BEL?M ;?04201372000137 ;"303976"
UNIMED DE BELÉM;"04201372000137 ";"303976"
UNIMED DE BIRIGUI;"65732836000126 ";"345776"
UNIMED DE BLUMENAU;"82624776000147 ";"334561"
UNIMED DE BOA VISTA COOP TRABALHO MEDICO;"10169852000160 ";"304158"
UNIMED DE BRAGAN?A PAULISTA ;?01029782000154 ;"348066"
UNIMED DE BRAGANÇA PAULISTA;"01029782000154 ";"348066"
UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO M?DICO ;?01554266000149 ;"348244"
UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO;"01554266000149 ";"348244"
UNIMED DE CAÇAPAVA - COOP.DE TRABALHO MEDICO;"48721401000167 ";"334154"
UNIMED DE CALDAS NOVAS;"00342481000113 ";"343765"
UNIMED DE CAMPOS;"40294225000112 ";"352683"
UNIMED DE CAPIVARI;"59499251000105 ";"366340"
UNIMED DE CASCAVEL;"81170003000175 ";"370070"
UNIMED DE CATALÃO;"01193663000132 ";"324566"
UNIMED DE CIANORTE COOPERATIVA DE TRABALHO MEDICO LTDA;"81733115000197 ";"354627"
UNIMED DE CORUMB? ;?02018620000183 ;"344788"
UNIMED DE CORUMBÁ;"02018620000183 ";"344788"
UNIMED DE CURRAIS NOVOS;"10693000000178 ";"317187"
UNIMED DE DOURADOS;"15395999000192 ";"333662"
UNIMED DE DRACENA;"68204486000113 ";"314781"
UNIMED DE FEIRA DE SANTANA;"13342878000157 ";"322261"
UNIMED DE FERNANDOPOLIS;"53535654000186 ";"326089"
UNIMED DE FORTALEZA;"05868278000107 ";"317144"
UNIMED DE FRANCA;"45309606000141 ";"354783"
UNIMED DE GUARATINGUET? - COOPERATIVA DE TRABALHO M?DICO ;?45207131000182 ;"355577"
UNIMED DE GUARATINGUETÁ - COOPERATIVA DE TRABALHO MÉDICO;"45207131000182 ";"355577"
UNIMED DE GUARULHOS;"744661370001-72";"333051"
UNIMED DE IBITINGA;"00494870000164 ";"365238"
UNIMED DE IGUATU;"11685526000179 ";"348899"
UNIMED DE ITAJUBA COOPERATIVA DE TRABALHO MEDICO; 23802218000165;"322831"
UNIMED DE ITAPAJE; 00248627000166 ;"339938"
UNIMED DE ITAPETININGA;"57149775000140 ";"353027"
UNIMED DE ITAPEVA;"66916305000156 ";"327468"
UNIMED DE ITUVERAVA;"69087922000184 ";"323055"
UNIMED DE JABOTICABAL;"72783970000111 ";"329886"
UNIMED DE JALES; 71796544000150 ;"351032"
UNIMED DE JATA? ;?37652765000116 ;"334847"
UNIMED DE JATAÍ;"37652765000116 ";"334847"
UNIMED DE JEQUI? ;?13246905000198 ;"321036"
UNIMED DE JEQUIÉ ; 13246905000198 ;"321036"
UNIMED DE JEQUIE COOPERATIVA DE TRABALHO MEDICO;"13246905000198 ";"321036"
UNIMED DE JOINVILLE;"82602327000106 ";"321273"
UNIMED DE LEN?OIS PAULISTA ;?67417519000140 ;"325031"
UNIMED DE LENÇOIS PAULISTA;"67417519000140 ";"325031"
UNIMED DE LINS;"71695746000105 ";"354279"
UNIMED DE LONDRINA;"75222224000147 ";"343269"
UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;"48717516000188 ";"385620"
UNIMED DE MACAE; 35830868000101;"302953"
UNIMED DE MANAUS;"04612990000170 ";"311961"
UNIMED DE MAR?LIA ;?66872888000160 ;"336106"
UNIMED DE MARÍLIA;"66872888000160 ";"336106"
UNIMED DE MARINGÁ;"76767219000182";"371254"
UNIMED DE MINEIROS;"37898335000189 ";"357715"
UNIMED DE MOCOCA;"00552181000169 ";"328308"
UNIMED DE MONTE ALTO;"67577171000159 ";"309524"
UNIMED DE MORRINHOS; 02192677000102;"342157"
UNIMED DE ORLANDIA;"57214900000159 ";"324159"
UNIMED DE OURINHOS;"51427540000197 ";"311294"
UNIMED DE PARANAGU? ;?75003525000180 ;"361615"
UNIMED DE PARANAGUÁ;"75003525000180 ";"361615"
UNIMED DE PARANAVAÍ;"81076069000109 ";"320862"
UNIMED DE PENAPOLIS COOP TRAB MEDICO;"00012698000165 ";"323004"
UNIMED DE PIRACICABA;"44803922000102 ";"315729"
UNIMED DE PIRAPORA COOPERATIVA DE TRABALHO M?DICO ;?23823271000142 ;"316326"
UNIMED DE PIRAPORA COOPERATIVA DE TRABALHO MÉDICO; 23823271000142 ;"316326"
UNIMED DE PIRASSUNUNGA-COOPERATIVA DE TRABALHO M?DICO ;?00840048000108 ;"314242"
UNIMED DE PIRASSUNUNGA-COOPERATIVA DE TRABALHO MÉDICO;"00840048000108 ";"314242"
UNIMED DE PITANGUEIRAS;"03438613000101 ";"409995"
UNIMED DE PORANGATU; 73831158000187 ;"332127"
UNIMED DE PRESIDENTE PRUDENTE;"44863959000126 ";"315796"
UNIMED DE REGISTRO;"45467404000128 ";"351776"
UNIMED DE RIBEIRAO PRETO;"45232246000127 ";"351202"
UNIMED DE RIO CLARO SP;"44663631000166 ";"306126"
UNIMED DE SALTO ITU COOPERATIVA DE TRABALHO MEDICO;"58837188000107 ";"346276"
UNIMED DE SANTA BARBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO;"48628366000136 ";"369292"
UNIMED DE SANTOS COOP DE TRAB MEDICO;"58229691000180 ";"355721"
UNIMED DE SAO JOS? DO RIO PARDO ;?96182068000108 ;"354619"
UNIMED DE SAO JOSÉ DO RIO PARDO;"96182068000108 ";"354619"
UNIMED DE SERTAOZINHO;"01545849000103 ";"344150"
UNIMED DE SOBRAL;"07649106000160 ";"303178"
UNIMED DE TR?S LAGOAS ;?03980208000102 ;"342386"
UNIMED DE TRÊS LAGOAS;"03980208000102 ";"342386"
UNIMED DE TUBARAO;"85241339000132 ";"364860"
UNIMED DE TUPA;"56762172000157 ";"365530"
UNIMED DE UMUARAMA;"81710865000143 ";"365777"
UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO;"35917970000130 ";"364584"
UNIMED DE VOTUPORANGA;"53807475000150 ";"328073"
UNIMED DESCONTO;"21040097/0001-36";-
UNIMED DETAUBAT? ;?45171402000197 ;"363286"
UNIMED DETAUBATÉ;"45171402000197 ";"363286"
UNIMED DIVINOPOLIS;"25250820000162 ";"319121"
UNIMED DO ABC - COOPERATIVA DE TRABALHO M?DICO ;?44183390000158 ;"345270"
UNIMED DO ABC - COOPERATIVA DE TRABALHO MÉDICO;"44183390000158 ";"345270"
UNIMED DO ALTO OESTE POTIGUAR COOPERATIVA DE TRAB.MEDICO;"35643691000126 ";"356191"
UNIMED DO BRASIL;"48090146000100 ";"300870"
UNIMED DO BRASIL – CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS MÉDICAS;"48.090.146/0001-00";"000000"
UNIMED DO CARIRI;"07583396000196 ";"356123"
UNIMED DO CEARA ;?10395358000114 ;"321958"
UNIMED DO CEARA ; 10395358000114 ;"321958"
UNIMED DO CENTRO PAULISTA; 03230123000107;"414573"
UNIMED DO EST. DO RJ FEDERA??O EST. DAS COOPERATIVAS M?DICAS ;?31432792000105 ;"312363"
UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS; 31432792000105;"312363"
UNIMED DO ESTADO DE SANTA CATARINA;"76590884000143 ";"355691"
UNIMED DO ESTADO DE SAO PAULO;;"304701"
UNIMED DO ESTADO DO RIO DE JANEIRO;"31432792000105";"312363"
UNIMED DO GUARUJÁ COOPERATIVA DE TRABALHO MÉDICO;"74244062000185 ";"306665"
UNIMED DO NORTE GOIANO COOP DE TRAB MEDICO; 37632882000118 ;"323900"
UNIMED DO OESTE DA BAHIA;"34063123000193 ";"325082"
UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO;"78420783000150 ";"305227"
UNIMED DO SUDOESTE;"16415598000110 ";"350371"
UNIMED DO VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO;"02597394000132 ";"314099"
Unimed Dr. Dutra;"44549210753";"111111"
UNIMED DUQUE DE CAXIAS RJ; 72518079000158 ;"348635"
UNIMED EMPRESARIAL;"81170003000175 ";"370070"
UNIMED ENCOSTA DA SERRA;"73936395000102 ";"311715"
UNIMED ENCOSTA DA SERRA SOC COOP DE SERVI?OS DE SA?DE LTDA. ;?73936395000102 ;"311715"
UNIMED ENCOSTA DA SERRA SOC COOP DE SERVIÇOS DE SAÚDE LTDA.; 73936395000102;"311715"
UNIMED ERECHIM;;"304701"
UNIMED ESPECIALIDADES;"43.202.472/0001-30";"301337"
UNIMED EXAMES;"";"355721"
UNIMED EXTREMO OESTE CATARINENSE;"80653975000158 ";"340251"
UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO M?DICO ;?42043067000153 ;"346209"
UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;"42043067000153 ";"346209"
Unimed Fácil;"";"331872"
UNIMED FAMA;"";"313971"
UNIMED FAMILIAR;"81170003000175 ";"370070"
UNIMED FEDERA??O DO PARAN? ;?78339439000130 ;"312720"
UNIMED FEDERA?AO DOS ESTADOS DE GOI?S E TOCANTINS ;?00366982000130 ;"386596"
UNIMED FEDERAÇÃO DO PARANÁ; 78339439000130;"312720"
UNIMED FEDERAÇAO DOS ESTADOS DE GOIÁS E TOCANTINS; 00366982000130;"386596"
UNIMED FEDERAÇÃO RIO;"31432792000105 ";"312363"
UNIMED FEDERATIVA;"";"343731"
UNIMED FEDERATIVA - DRª CRISTINA PEREIRA VELLOSO;"42163881000101";"393321"
UNIMED FEDERATIVA - DRª ROBERTA ASSED;"42163881000101";"393321"
UNIMED FEDERATIVA - DRº EDISON AUGUSTO BRITO MARTINS;"42163881000101";"393321"
UNIMED FEDERATIVA - DRº MAURICIO PIMENTA VELLOSO;"42163881000101";"393321"
UNIMED FEDERATIVA - DRº PAULO ROBERTO;"421633881000101";"393321"
UNIMED FERRABRAZ; 00451680000160 ;"324205"
UNIMED FESP;"";"319996"
UNIMED FESP;"";"331872"
UNIMED FESP;-;-
Unimed Fesp (Intercâmbio);;"319996"
Unimed Fesp (Intercâmbio);"02812468000106";"339679"
Unimed Fesp (Intercâmbio) Alergologia;"02812468000106";"339679"
Unimed Fesp (Intercâmbio) Dermatologia;"02812468000106";"339679"
Unimed FESP - Reembolso ;"";"000000"
Unimed Fesp Alergologia;"02812468000106";"339679"
Unimed Fesp Dermatologista;"02812468000106";"339679"
UNIMED FESP INTERCAMBIO;"02812468000106";"319996"
UNIMED FORA;"";"312851"
UNIMED FORTALEZA CEARA ; 05868278000107 ;"317144"
UNIMED FOZ DO IGUACU;"81697419000146";"351792"
UNIMED FRANCISCO BELTRAO;"81710543000102 ";"336858"
UNIMED FRONTEIRA NOROESTE/RS;"87689527000153 ";"352179"
UNIMED FRUTAL COOPERATIVA DE TRABALHO M?DICO ;?02248344000140 ;"371564"
UNIMED FRUTAL COOPERATIVA DE TRABALHO MÉDICO;"02248344000140 ";"371564"
UNIMED GERAIS DE MINAS;"26189530000113 ";"330108"
